,house_id,name,price,description,url
118,2020118,西安秦唐公寓,104,"北大街宏府嘉会公寓B座7楼,距陕西历史博物馆4.3公里",image/nw_Kp0I92QC08.jpg
119,2020119,西安钟楼米花公寓酒店,131,"宏府嘉会广场A座13层1305室,距陕西历史博物馆4.3公里",image/nw_000bRgMd.jpg
120,2020120,西安回坊轩礼精品酒店,258,"钟鼓楼北院门125号,距高家大院71公里",image/nw_LIqQmVmVwY.jpg
121,2020121,撒哈拉青年客栈(西安钟鼓楼店),44,"北院门180号(西安市回民中学对面),距高家大院33公里",image/nw_000e2kxi.jpg
122,2020122,派酒店(钟楼回民街地铁站店),138,"钟楼北大街新世界百货一楼星巴克隔壁C座,距高家大院0.3公里",image/nw_IqZ09gNlMQ.jpg
123,2020123,钟楼四季阳光酒店公寓(西安钟鼓楼回民街店),196,"北大街一号宏府嘉会公寓A座10楼1054室,距高家大院0.3公里",image/nw_000fK0Ge.jpg
124,2020124,西安栖玥酒店,222,"丈八六路与丈八西路十字西北角龙天名俊5幢2单元1层,距翠华山滑雪场29.8公里",image/nw_QO81CajB7O.jpg
125,2020125,加利利连锁酒店(西安大学城硕士路店),160,"硕士路36号,距翠华山滑雪场26.2公里",image/nw_RrKnn1BGHC.jpg
126,2020126,喆啡精选酒店(西安大雁塔地铁站店),304,"小寨东路8号(地铁三号、四号线大雁塔站B出口),距大雁塔北广场0.2公里",image/nw_000bAQ9y.jpg
127,2020127,全季酒店(西安大雁塔小寨东路店),293,"曲江新区小寨东路80号,距大雁塔北广场0.5公里",image/nw_000f3JXp.jpg
